num visits,num species,NLCD2011_FS_C11_375_PLAND,NLCD2011_FS_C12_375_PLAND,NLCD2011_FS_C21_375_PLAND,NLCD2011_FS_C22_375_PLAND,NLCD2011_FS_C23_375_PLAND,NLCD2011_FS_C24_375_PLAND,NLCD2011_FS_C31_375_PLAND,NLCD2011_FS_C41_375_PLAND,NLCD2011_FS_C42_375_PLAND,NLCD2011_FS_C43_375_PLAND,NLCD2011_FS_C52_375_PLAND,NLCD2011_FS_C71_375_PLAND,NLCD2011_FS_C81_375_PLAND,NLCD2011_FS_C82_375_PLAND,NLCD2011_FS_C90_375_PLAND,NLCD2011_FS_C95_375_PLAND,HOUSING_DENSITY,HOUSING_PERCENT_VACANT,ELEV_GT,DIST_FROM_FLOWING_FRESH,DIST_IN_FLOWING_FRESH,DIST_FROM_STANDING_FRESH,DIST_IN_STANDING_FRESH,DIST_FROM_WET_VEG_FRESH,DIST_IN_WET_VEG_FRESH,DIST_FROM_FLOWING_BRACKISH,DIST_IN_FLOWING_BRACKISH,DIST_FROM_STANDING_BRACKISH,DIST_IN_STANDING_BRACKISH,DIST_FROM_WET_VEG_BRACKISH,DIST_IN_WET_VEG_BRACKISH,LATITUDE,LONGITUDE,LOC_ID,IS_AVI_LOC
674.00000,483.00000,86.94446,0.00000,1.97591,43.83482,23.90155,11.10295,0.31664,40.74521,10.09312,17.55446,4.55795,0.12673,85.52958,17.36429,14.53779,0.57297,240.36967,0.05110,459.00000,1.00000,9.00000,0.00000,9.00000,1.00000,4.00000,6.00000,5.00000,4.00000,7.00000,6.00000,3.00000,42.27255,-75.27255,0.03255,1.00000
430.00000,124.00000,79.29303,0.00000,0.53597,30.68866,20.39607,1.93944,1.69691,0.75276,1.98426,2.09739,2.16631,0.11810,66.12719,69.48214,3.69413,0.94853,89.16479,0.03803,169.00000,2.00000,6.00000,1.00000,9.00000,6.00000,6.00000,4.00000,1.00000,8.00000,0.00000,1.00000,9.00000,42.27655,-75.27655,0.17004,0.00000
88.00000,262.00000,39.33159,0.00000,3.20980,26.58034,44.33373,16.72534,1.35495,70.01728,2.68920,0.46889,3.24169,0.63967,31.80368,6.41191,5.27392,1.26991,469.69087,0.03082,114.00000,4.00000,6.00000,9.00000,0.00000,8.00000,4.00000,3.00000,4.00000,2.00000,3.00000,0.00000,3.00000,42.28056,-75.28056,0.94236,0.00000
27.00000,219.00000,83.95006,0.00000,8.70498,33.28075,30.38425,6.67157,0.44055,7.21201,9.06614,18.60234,5.31931,1.81643,79.99096,21.73425,9.64836,1.27000,88.50108,0.07979,138.00000,2.00000,1.00000,8.00000,6.00000,9.00000,4.00000,9.00000,1.00000,6.00000,5.00000,5.00000,9.00000,42.28457,-75.28457,0.23904,0.00000
422.00000,158.00000,2.28470,0.00000,3.56088,0.81091,38.80512,11.21426,1.31004,96.70161,14.97091,12.73693,5.55839,1.09496,22.72440,79.49738,9.33584,0.27730,219.41050,0.06285,154.00000,3.00000,8.00000,8.00000,5.00000,3.00000,3.00000,3.00000,8.00000,1.00000,6.00000,0.00000,2.00000,42.28858,-75.28858,0.41297,1.00000
188.00000,227.00000,79.67626,0.00000,7.56567,25.35694,1.57726,18.12709,1.82215,37.83240,0.07398,0.92877,14.42967,0.55009,88.41639,14.52826,1.60417,0.36374,132.50967,0.04591,322.00000,0.00000,7.00000,2.00000,5.00000,1.00000,9.00000,8.00000,5.00000,7.00000,3.00000,0.00000,7.00000,42.29259,-75.29259,0.25305,1.00000
163.00000,66.00000,19.63671,0.00000,6.59343,42.68324,46.11664,17.74380,1.03553,55.39804,18.44155,3.15337,6.65407,0.05202,90.95594,4.33171,8.85744,0.44289,39.09528,0.02780,270.00000,1.00000,8.00000,8.00000,9.00000,7.00000,4.00000,0.00000,4.00000,1.00000,4.00000,0.00000,3.00000,42.29659,-75.29659,0.07367,0.00000
168.00000,420.00000,51.95215,0.00000,4.98518,37.12169,46.66942,7.96143,0.99506,97.85374,12.36215,13.20952,0.79810,1.47013,5.06195,78.80644,5.20899,1.09527,384.71173,0.05161,487.00000,4.00000,7.00000,7.00000,5.00000,4.00000,4.00000,6.00000,9.00000,2.00000,6.00000,9.00000,1.00000,42.30060,-75.30060,0.43861,1.00000
462.00000,116.00000,34.01711,0.00000,14.89191,3.11128,49.85267,7.78063,1.91700,15.73181,6.99141,15.11761,9.63819,0.68795,4.50904,49.15886,7.69183,0.00620,79.80055,0.05863,178.00000,2.00000,4.00000,1.00000,6.00000,4.00000,8.00000,0.00000,3.00000,5.00000,3.00000,5.00000,5.00000,42.30461,-75.30461,0.46216,0.00000
724.00000,136.00000,99.69759,0.00000,18.62089,14.66280,20.80022,11.22937,0.97437,5.10749,0.94043,12.75841,3.00730,1.18223,79.09381,49.80376,19.70001,0.61492,427.64444,0.05672,60.00000,0.00000,6.00000,0.00000,3.00000,8.00000,7.00000,2.00000,8.00000,9.00000,8.00000,5.00000,2.00000,42.30862,-75.30862,0.52726,0.00000
396.00000,92.00000,46.70986,0.00000,5.99745,12.57527,30.19245,7.63594,0.42103,3.88554,11.61408,8.09221,12.50071,0.22718,91.82378,17.41001,7.07951,1.45276,356.35698,0.04407,344.00000,2.00000,5.00000,5.00000,1.00000,7.00000,7.00000,8.00000,1.00000,2.00000,9.00000,4.00000,4.00000,42.31263,-75.31263,0.91041,0.00000
89.00000,167.00000,37.62584,0.00000,0.76441,38.43047,5.38402,1.19925,0.74395,86.94611,7.33652,12.30146,7.48419,0.16917,96.64320,12.67017,12.31299,1.22097,405.57095,0.04341,266.00000,3.00000,9.00000,9.00000,0.00000,3.00000,9.00000,5.00000,0.00000,6.00000,0.00000,0.00000,4.00000,42.31663,-75.31663,0.25859,1.00000
612.00000,125.00000,41.46489,0.00000,15.16769,11.34967,43.66622,15.60808,0.03230,23.34955,8.63365,19.22194,19.40172,1.26482,75.49943,74.68341,3.01864,1.51476,400.40460,0.09244,267.00000,2.00000,9.00000,8.00000,4.00000,9.00000,6.00000,5.00000,2.00000,3.00000,5.00000,5.00000,8.00000,42.32064,-75.32064,0.47645,1.00000
676.00000,277.00000,61.79798,0.00000,2.30749,22.25303,38.64653,1.14445,1.24371,56.62671,17.61872,18.79719,1.47212,0.26364,18.60176,11.40932,19.54344,1.32617,428.88420,0.03505,10.00000,0.00000,1.00000,3.00000,8.00000,9.00000,2.00000,7.00000,5.00000,6.00000,4.00000,1.00000,1.00000,42.32465,-75.32465,0.15706,1.00000
426.00000,377.00000,36.74532,0.00000,17.43440,48.58165,17.06442,17.09510,1.69632,10.17665,2.96882,8.45982,15.91157,1.88388,65.90855,43.55897,9.83579,0.92530,93.10234,0.03170,30.00000,1.00000,7.00000,4.00000,7.00000,7.00000,7.00000,1.00000,3.00000,2.00000,0.00000,8.00000,7.00000,42.32866,-75.32866,0.26615,0.00000
93.00000,303.00000,13.58381,0.00000,19.28798,5.10612,7.92847,19.35224,1.96697,39.88015,17.71474,4.59949,3.03288,1.85759,21.53266,27.87546,17.98277,0.46331,141.80787,0.03179,4.00000,2.00000,2.00000,8.00000,7.00000,5.00000,6.00000,0.00000,8.00000,3.00000,6.00000,6.00000,5.00000,42.33267,-75.33267,0.65200,0.00000
637.00000,243.00000,13.89004,0.00000,7.16177,45.92601,26.45838,18.53028,0.50176,13.57018,11.04066,6.23622,13.61761,1.44219,26.85779,46.16995,9.53157,1.50786,87.72606,0.01621,462.00000,4.00000,3.00000,9.00000,5.00000,3.00000,1.00000,0.00000,6.00000,2.00000,8.00000,9.00000,6.00000,42.33667,-75.33667,0.81649,1.00000
102.00000,480.00000,96.12095,0.00000,7.96973,9.84263,43.42445,11.82057,0.81949,40.85619,10.38250,6.92022,16.19314,0.96989,39.46467,16.61466,1.78267,1.62444,65.54561,0.01102,181.00000,2.00000,6.00000,1.00000,7.00000,7.00000,1.00000,1.00000,7.00000,2.00000,3.00000,2.00000,0.00000,42.34068,-75.34068,0.36119,1.00000
141.00000,73.00000,84.91463,0.00000,12.31937,10.49653,23.57449,10.17673,0.93796,77.89646,18.09983,8.61760,6.06320,0.86274,69.60906,76.04245,16.14475,0.42075,194.97193,0.06334,413.00000,2.00000,9.00000,0.00000,2.00000,0.00000,5.00000,3.00000,1.00000,4.00000,9.00000,1.00000,3.00000,42.34469,-75.34469,0.19480,0.00000
591.00000,435.00000,49.63784,0.00000,0.89510,49.73119,36.75916,5.26715,1.80698,85.25907,1.77979,17.10017,11.12497,1.87380,82.02707,37.93184,17.30291,1.96905,442.83246,0.09337,416.00000,4.00000,8.00000,3.00000,1.00000,1.00000,9.00000,9.00000,5.00000,8.00000,1.00000,5.00000,2.00000,42.34870,-75.34870,0.51834,0.00000
86.00000,419.00000,64.18204,0.00000,8.59651,12.68498,41.75608,3.14186,1.60985,56.17371,3.13040,13.79175,2.14804,1.86418,69.16311,42.35728,6.63259,1.44029,412.70265,0.02251,316.00000,3.00000,6.00000,3.00000,6.00000,2.00000,0.00000,8.00000,7.00000,2.00000,7.00000,8.00000,5.00000,42.35271,-75.35271,0.55586,0.00000
644.00000,141.00000,79.79767,0.00000,18.30277,30.33459,5.65241,2.79606,1.44467,0.83826,7.68677,0.15218,0.22948,1.79316,78.20510,57.32339,1.94149,1.57274,6.09160,0.04965,384.00000,2.00000,1.00000,3.00000,9.00000,5.00000,9.00000,7.00000,8.00000,0.00000,5.00000,9.00000,7.00000,42.35671,-75.35671,0.82685,0.00000
69.00000,213.00000,16.63357,0.00000,4.94943,46.23292,3.50968,1.25919,1.30215,8.97752,17.57915,2.38062,6.22388,1.84670,94.03903,50.22839,1.91602,0.13253,406.40411,0.02326,239.00000,0.00000,5.00000,7.00000,1.00000,7.00000,2.00000,2.00000,1.00000,3.00000,3.00000,1.00000,7.00000,42.36072,-75.36072,0.75777,0.00000
900.00000,36.00000,24.12263,0.00000,12.14795,34.42649,4.11501,5.20130,1.65786,91.85876,17.10340,5.40722,15.46281,0.67719,82.30730,67.61323,13.03853,0.89698,312.13970,0.07487,360.00000,1.00000,4.00000,0.00000,3.00000,0.00000,3.00000,8.00000,1.00000,8.00000,1.00000,3.00000,8.00000,42.36473,-75.36473,0.61805,0.00000
630.00000,168.00000,26.74296,0.00000,2.96797,34.96692,2.78943,10.13274,1.39395,62.88166,7.96484,3.70219,6.83320,1.59536,30.05777,49.61716,8.64910,1.33622,377.97869,0.06757,179.00000,2.00000,5.00000,3.00000,4.00000,4.00000,1.00000,0.00000,7.00000,4.00000,7.00000,6.00000,9.00000,42.36874,-75.36874,0.27598,1.00000
652.00000,311.00000,54.61599,0.00000,10.12558,20.71752,37.14377,16.30908,0.15329,54.54567,18.83589,9.79507,8.56236,0.04003,49.23486,56.09137,0.07290,1.66345,75.81896,0.01085,401.00000,2.00000,4.00000,7.00000,0.00000,9.00000,9.00000,9.00000,3.00000,0.00000,7.00000,2.00000,3.00000,42.37275,-75.37275,0.23473,0.00000
823.00000,490.00000,29.31447,0.00000,1.28491,24.12935,40.28866,18.28871,0.23632,80.05113,1.07455,4.76165,18.85478,0.48620,66.53850,12.10022,6.82467,1.01505,167.75810,0.07110,72.00000,2.00000,7.00000,5.00000,6.00000,4.00000,1.00000,1.00000,2.00000,0.00000,6.00000,8.00000,4.00000,42.37675,-75.37675,0.47842,0.00000
114.00000,412.00000,14.07356,0.00000,11.16636,44.00086,28.90174,15.13021,1.92983,30.94976,2.62212,4.52273,3.14240,0.28424,12.57646,4.32486,14.07490,1.04045,366.73225,0.05525,375.00000,4.00000,8.00000,6.00000,9.00000,9.00000,5.00000,1.00000,2.00000,6.00000,3.00000,5.00000,0.00000,42.38076,-75.38076,0.69514,0.00000
508.00000,151.00000,89.75479,0.00000,1.74778,24.95297,3.28918,1.41464,1.48732,65.90738,5.09104,7.74237,4.31720,0.24455,77.75679,10.45406,17.62149,1.17270,276.53007,0.05758,387.00000,2.00000,2.00000,0.00000,5.00000,8.00000,7.00000,2.00000,8.00000,2.00000,9.00000,4.00000,8.00000,42.38477,-75.38477,0.51741,1.00000
970.00000,442.00000,74.08369,0.00000,13.73247,4.83712,6.46196,19.72393,1.87444,9.60261,3.01212,14.03866,19.51584,0.00430,62.66086,25.66623,7.98306,1.58993,255.32656,0.04434,373.00000,4.00000,6.00000,7.00000,1.00000,3.00000,3.00000,9.00000,3.00000,9.00000,7.00000,5.00000,1.00000,42.38878,-75.38878,0.26867,0.00000
790.00000,318.00000,78.64271,0.00000,17.69743,3.58362,8.68329,1.54980,0.59341,68.04714,14.14872,14.98680,15.41543,1.44730,44.42768,37.25049,4.27943,0.39042,489.78607,0.07852,46.00000,4.00000,2.00000,8.00000,9.00000,0.00000,4.00000,7.00000,5.00000,8.00000,2.00000,9.00000,7.00000,42.39279,-75.39279,0.20187,0.00000
65.00000,378.00000,97.13865,0.00000,13.81201,4.29767,3.25886,17.78146,0.44803,67.00804,10.22816,9.24499,3.39306,0.46860,3.76904,52.04228,6.97632,1.52096,123.76031,0.02368,168.00000,1.00000,7.00000,4.00000,1.00000,3.00000,1.00000,6.00000,4.00000,5.00000,0.00000,2.00000,5.00000,42.39679,-75.39679,0.42435,0.00000
992.00000,183.00000,81.65368,0.00000,18.28248,17.87914,33.37150,16.93944,1.59028,97.88162,13.33525,10.18912,14.79439,1.35696,72.36706,18.33458,19.56557,1.80990,359.39011,0.08035,281.00000,2.00000,1.00000,2.00000,8.00000,5.00000,6.00000,4.00000,7.00000,1.00000,8.00000,8.00000,1.00000,42.40080,-75.40080,0.28676,0.00000
430.00000,249.00000,61.87167,0.00000,19.47178,22.39397,49.36358,7.24512,1.35143,15.67966,7.73269,12.58402,9.83218,0.11937,28.36867,38.35207,7.73508,0.31439,372.92707,0.05037,330.00000,4.00000,8.00000,1.00000,6.00000,2.00000,1.00000,4.00000,2.00000,9.00000,2.00000,5.00000,9.00000,42.40481,-75.40481,0.16363,0.00000
831.00000,66.00000,54.61299,0.00000,9.80328,26.68029,2.32572,4.98913,0.88141,46.64568,16.49603,13.24139,18.06366,1.65437,28.07876,15.37489,12.45334,1.96318,67.01476,0.08912,443.00000,0.00000,8.00000,0.00000,9.00000,2.00000,6.00000,7.00000,5.00000,9.00000,8.00000,5.00000,5.00000,42.40882,-75.40882,0.08957,1.00000
500.00000,195.00000,83.39653,0.00000,3.02916,5.29746,30.72564,11.98124,1.25641,72.97358,10.62899,9.14375,5.56930,0.76179,27.17618,41.06731,2.60735,1.62407,152.13200,0.03558,171.00000,3.00000,3.00000,2.00000,9.00000,5.00000,2.00000,3.00000,8.00000,9.00000,8.00000,9.00000,6.00000,42.41283,-75.41283,0.76196,1.00000
966.00000,348.00000,37.67579,0.00000,1.02941,5.04804,40.24809,19.82065,0.02381,10.69504,19.83422,3.00187,12.53622,1.31406,21.40934,74.02517,14.95085,1.95762,31.24243,0.08242,103.00000,1.00000,5.00000,2.00000,8.00000,1.00000,4.00000,8.00000,4.00000,9.00000,4.00000,3.00000,5.00000,42.41683,-75.41683,0.24457,1.00000
329.00000,468.00000,14.07062,0.00000,13.69904,37.07546,19.90864,19.83578,0.07678,71.15278,16.69554,19.25888,18.80110,1.54834,82.78706,0.96047,14.09595,0.70783,301.02507,0.05386,238.00000,2.00000,9.00000,5.00000,9.00000,0.00000,6.00000,7.00000,7.00000,4.00000,9.00000,3.00000,1.00000,42.42084,-75.42084,0.67068,0.00000
479.00000,410.00000,8.32362,0.00000,12.86382,40.93360,6.54565,7.34323,0.05929,82.09849,10.82221,10.80887,13.89865,1.35706,35.51327,26.65248,12.06998,1.94520,300.94014,0.06886,275.00000,3.00000,7.00000,4.00000,5.00000,0.00000,5.00000,7.00000,4.00000,3.00000,2.00000,0.00000,3.00000,42.42485,-75.42485,0.13428,0.00000
47.00000,7.00000,19.30972,0.00000,5.52353,18.18380,24.42459,0.08817,1.01011,11.46039,6.10908,8.17332,12.14304,0.02461,37.86657,17.97087,10.29706,1.85668,28.27827,0.06471,49.00000,1.00000,9.00000,8.00000,1.00000,3.00000,7.00000,4.00000,8.00000,4.00000,1.00000,8.00000,4.00000,42.42886,-75.42886,0.76539,0.00000
195.00000,444.00000,44.31115,0.00000,14.12234,49.77680,41.66411,13.27611,1.01847,79.12064,11.56299,11.12811,14.55552,0.14664,56.01869,8.53857,2.99695,1.69517,20.98736,0.06442,457.00000,2.00000,0.00000,9.00000,1.00000,1.00000,3.00000,8.00000,7.00000,3.00000,0.00000,2.00000,0.00000,42.43287,-75.43287,0.23861,1.00000
543.00000,33.00000,40.52427,0.00000,9.77205,5.12126,40.95002,4.17673,1.95066,88.65466,16.88499,12.59488,10.36018,1.36113,59.28107,4.84092,9.77179,0.68654,152.61880,0.00639,148.00000,1.00000,3.00000,6.00000,5.00000,0.00000,3.00000,4.00000,0.00000,4.00000,1.00000,0.00000,3.00000,42.43687,-75.43687,0.66160,1.00000
295.00000,47.00000,70.22775,0.00000,3.34271,6.76339,15.62784,11.75813,1.29991,48.40506,16.95843,12.35565,6.28697,1.62174,75.31780,47.24001,3.08944,0.26642,85.51978,0.02512,45.00000,2.00000,4.00000,4.00000,8.00000,6.00000,9.00000,5.00000,0.00000,6.00000,8.00000,5.00000,4.00000,42.44088,-75.44088,0.01218,0.00000
954.00000,71.00000,2.84239,0.00000,8.58611,9.04316,7.02633,19.40624,0.66077,19.17400,14.43493,5.23731,17.42504,1.39100,41.14031,72.39165,19.11760,0.89013,124.34287,0.09439,303.00000,3.00000,7.00000,2.00000,7.00000,3.00000,4.00000,2.00000,8.00000,6.00000,1.00000,9.00000,9.00000,42.44489,-75.44489,0.71001,0.00000
371.00000,448.00000,61.65584,0.00000,15.34797,18.77054,42.61562,16.30505,0.77465,39.78715,0.33520,14.53985,18.16290,0.48281,68.53393,63.07821,12.23404,1.09320,151.88144,0.03760,330.00000,4.00000,5.00000,2.00000,6.00000,6.00000,3.00000,8.00000,5.00000,7.00000,1.00000,3.00000,3.00000,42.44890,-75.44890,0.14303,0.00000
897.00000,386.00000,75.63013,0.00000,0.65535,29.86340,33.09619,15.45352,0.44999,22.66303,4.49714,18.48295,1.49053,0.67172,10.75515,24.33148,8.32238,0.56140,273.28804,0.01249,192.00000,1.00000,6.00000,7.00000,2.00000,8.00000,7.00000,4.00000,8.00000,2.00000,5.00000,2.00000,0.00000,42.45291,-75.45291,0.30868,1.00000
474.00000,1.00000,57.37365,0.00000,15.78642,33.27935,46.24652,4.48095,1.75632,25.73936,13.82880,11.37788,14.43615,0.51992,19.47912,39.78001,1.52553,0.96168,221.58196,0.01227,113.00000,1.00000,6.00000,3.00000,8.00000,2.00000,8.00000,0.00000,4.00000,3.00000,6.00000,8.00000,7.00000,42.45691,-75.45691,0.72763,0.00000
670.00000,92.00000,61.31284,0.00000,13.25005,14.91866,26.49758,4.10593,0.56357,23.97932,15.95465,6.04578,11.01887,1.73196,58.24527,10.42114,0.65196,1.45536,452.35030,0.09252,135.00000,1.00000,7.00000,1.00000,9.00000,7.00000,0.00000,7.00000,7.00000,2.00000,9.00000,6.00000,0.00000,42.46092,-75.46092,0.20967,1.00000
584.00000,330.00000,90.70016,0.00000,15.29566,43.44388,1.63204,19.53367,0.50000,24.73239,14.57269,3.73018,17.37165,1.66852,67.68413,10.62533,18.86214,1.32420,403.54181,0.01507,239.00000,0.00000,5.00000,2.00000,2.00000,1.00000,0.00000,5.00000,3.00000,1.00000,9.00000,3.00000,7.00000,42.46493,-75.46493,0.63352,1.00000
781.00000,394.00000,25.31408,0.00000,11.65589,27.30240,41.73472,9.92988,1.74027,30.85460,8.47329,7.12445,2.70311,0.80073,6.26926,32.24989,3.71004,0.47776,251.82716,0.06799,26.00000,4.00000,1.00000,2.00000,3.00000,6.00000,3.00000,1.00000,5.00000,3.00000,9.00000,0.00000,5.00000,42.46894,-75.46894,0.67877,0.00000
165.00000,11.00000,58.69007,0.00000,13.22713,4.97043,39.91494,15.61160,1.18138,92.88312,7.96701,7.17764,17.43995,0.48809,12.99009,40.73085,15.69676,1.09379,53.39012,0.01118,180.00000,3.00000,3.00000,6.00000,8.00000,7.00000,8.00000,5.00000,6.00000,2.00000,2.00000,3.00000,4.00000,42.47295,-75.47295,0.08005,0.00000
23.00000,106.00000,30.68678,0.00000,18.14579,12.31011,6.19062,17.78909,0.87725,35.44891,6.40961,11.05350,2.39613,0.78679,77.04800,70.83334,7.91084,0.80182,447.38466,0.03659,364.00000,4.00000,2.00000,1.00000,9.00000,6.00000,4.00000,9.00000,0.00000,2.00000,8.00000,0.00000,1.00000,42.47695,-75.47695,0.02213,0.00000
279.00000,244.00000,72.25429,0.00000,8.43358,38.16136,12.27963,15.58125,1.02039,43.93767,9.85006,4.28143,5.99812,1.62655,47.32163,48.95360,7.56215,1.46050,421.28621,0.01045,98.00000,0.00000,2.00000,4.00000,8.00000,9.00000,3.00000,5.00000,1.00000,7.00000,2.00000,2.00000,9.00000,42.48096,-75.48096,0.05640,0.00000
864.00000,335.00000,63.53869,0.00000,6.68648,46.10521,33.68039,4.23569,0.02415,10.98274,13.25600,19.75087,7.75627,1.13473,73.49899,70.83897,5.01566,1.41127,340.49270,0.01846,306.00000,2.00000,4.00000,4.00000,1.00000,7.00000,0.00000,0.00000,7.00000,8.00000,1.00000,7.00000,8.00000,42.48497,-75.48497,0.33321,0.00000
0.00000,218.00000,27.40313,0.00000,7.41038,38.93295,36.18912,7.26002,0.94570,61.81589,10.76622,3.73426,2.41210,1.11430,5.73442,45.87393,0.56499,0.70981,328.83691,0.06336,191.00000,3.00000,7.00000,1.00000,2.00000,9.00000,5.00000,5.00000,1.00000,1.00000,3.00000,9.00000,4.00000,42.48898,-75.48898,0.61735,0.00000
47.00000,211.00000,45.36719,0.00000,16.47277,48.31918,5.56615,1.41458,0.77052,91.24260,1.50079,2.62369,12.11483,1.42831,33.19848,21.97696,11.70812,0.17905,32.40218,0.08655,165.00000,1.00000,3.00000,3.00000,0.00000,7.00000,4.00000,1.00000,5.00000,2.00000,4.00000,0.00000,4.00000,42.49299,-75.49299,0.52269,1.00000
335.00000,302.00000,96.25234,0.00000,7.04199,30.41567,33.75878,18.30186,1.09520,4.91816,4.76365,16.65031,11.41011,0.99981,61.46833,10.65014,12.11063,0.43432,170.01328,0.04547,215.00000,3.00000,0.00000,2.00000,9.00000,7.00000,1.00000,1.00000,3.00000,1.00000,9.00000,3.00000,5.00000,42.49699,-75.49699,0.49797,1.00000
793.00000,271.00000,52.38976,0.00000,12.56808,21.85715,44.57471,15.30931,0.98961,91.41346,0.24806,2.14749,10.77759,1.98404,61.29569,25.63884,4.60873,0.73303,486.05416,0.07349,475.00000,2.00000,8.00000,1.00000,4.00000,9.00000,2.00000,5.00000,4.00000,3.00000,6.00000,3.00000,8.00000,42.50100,-75.50100,0.38729,0.00000
690.00000,61.00000,27.10313,0.00000,3.27177,16.00266,39.50602,16.78042,1.70643,99.25902,18.52483,1.83774,5.69109,1.85337,44.36377,60.58794,19.83543,1.38983,412.26741,0.01134,412.00000,1.00000,7.00000,9.00000,1.00000,3.00000,0.00000,7.00000,1.00000,2.00000,1.00000,4.00000,2.00000,42.50501,-75.50501,0.37178,1.00000
640.00000,144.00000,17.45355,0.00000,14.85851,43.34847,37.02425,16.40573,1.08408,76.59955,12.08510,2.71324,0.22679,0.89910,8.62794,71.89157,7.67575,0.44832,266.12083,0.07901,226.00000,0.00000,9.00000,6.00000,2.00000,2.00000,6.00000,4.00000,9.00000,5.00000,1.00000,8.00000,8.00000,42.50902,-75.50902,0.30380,1.00000
74.00000,153.00000,33.16598,0.00000,12.33330,14.47163,14.28950,16.60029,0.26810,30.20878,9.30858,17.55736,13.95654,0.17238,71.90294,1.17537,17.69195,0.59449,314.24402,0.03648,485.00000,4.00000,7.00000,3.00000,0.00000,3.00000,9.00000,0.00000,3.00000,1.00000,8.00000,7.00000,5.00000,42.51303,-75.51303,0.83465,1.00000
979.00000,323.00000,83.62500,0.00000,15.73226,20.03866,11.81502,7.97895,0.82887,4.53981,13.06626,16.48064,13.69547,1.69776,7.25141,4.62034,11.22530,1.35159,199.23430,0.03306,261.00000,0.00000,0.00000,8.00000,3.00000,3.00000,5.00000,4.00000,5.00000,0.00000,8.00000,8.00000,2.00000,42.51703,-75.51703,0.14802,0.00000
85.00000,299.00000,64.18680,0.00000,17.92875,31.79221,18.64392,0.50752,1.97527,49.85973,16.28751,10.51300,19.06244,1.90979,96.21465,52.77919,12.48590,0.57072,131.64718,0.06639,187.00000,0.00000,6.00000,8.00000,1.00000,8.00000,1.00000,5.00000,9.00000,3.00000,0.00000,0.00000,0.00000,42.52104,-75.52104,0.99531,0.00000
847.00000,109.00000,63.37412,0.00000,8.27216,1.27150,41.36501,7.89881,0.17438,6.42141,11.24015,7.91411,7.29798,1.54312,62.93277,56.20126,8.58121,0.83980,264.14420,0.02169,483.00000,3.00000,0.00000,9.00000,3.00000,1.00000,5.00000,4.00000,6.00000,9.00000,0.00000,4.00000,5.00000,42.52505,-75.52505,0.09464,1.00000
420.00000,493.00000,65.14192,0.00000,8.93026,47.26332,6.78399,7.13018,1.82099,90.89539,14.78627,8.85538,15.77875,1.64570,44.96460,38.12724,6.37640,0.42884,257.63883,0.01426,181.00000,0.00000,6.00000,2.00000,9.00000,5.00000,7.00000,4.00000,5.00000,2.00000,4.00000,1.00000,8.00000,42.52906,-75.52906,0.57096,1.00000
338.00000,89.00000,58.36717,0.00000,5.41112,19.17751,15.84245,7.53015,0.65176,25.92531,8.50318,4.34478,18.56385,0.84925,0.08538,0.74655,7.77339,0.52727,256.99170,0.02164,350.00000,3.00000,1.00000,5.00000,7.00000,5.00000,2.00000,7.00000,0.00000,7.00000,7.00000,7.00000,1.00000,42.53307,-75.53307,0.25734,1.00000
707.00000,414.00000,54.57241,0.00000,19.17659,40.13142,42.71533,11.49020,0.39765,75.25538,9.13014,10.18021,14.91603,1.82085,6.39410,52.41812,4.96965,0.74936,38.09947,0.08228,391.00000,0.00000,9.00000,0.00000,1.00000,0.00000,5.00000,9.00000,1.00000,1.00000,6.00000,0.00000,0.00000,42.53707,-75.53707,0.05179,1.00000
477.00000,144.00000,71.73099,0.00000,7.96393,38.48616,37.56242,3.06368,1.34765,15.74660,6.87131,13.83586,0.03667,1.68120,81.74364,35.14701,3.93894,0.49716,90.47822,0.05076,113.00000,4.00000,8.00000,8.00000,2.00000,4.00000,2.00000,2.00000,5.00000,6.00000,7.00000,1.00000,0.00000,42.54108,-75.54108,0.24282,0.00000
347.00000,255.00000,16.62952,0.00000,4.68593,34.36387,19.16215,2.63609,0.60103,1.79043,17.58008,6.48474,18.32894,0.78164,58.99102,5.30948,18.32657,1.75573,244.23654,0.09780,447.00000,1.00000,7.00000,1.00000,0.00000,1.00000,2.00000,2.00000,9.00000,0.00000,8.00000,1.00000,6.00000,42.54509,-75.54509,0.94874,1.00000
36.00000,129.00000,40.02118,0.00000,11.01389,8.58640,39.90284,17.98558,0.77393,13.30074,14.50459,2.63321,10.30469,1.72079,11.50248,77.35716,14.22702,1.18235,379.00763,0.00822,356.00000,3.00000,3.00000,7.00000,2.00000,4.00000,4.00000,1.00000,8.00000,7.00000,3.00000,0.00000,0.00000,42.54910,-75.54910,0.31744,1.00000
475.00000,75.00000,1.71231,0.00000,19.15875,12.65831,18.70616,10.29282,1.27011,11.33035,14.86093,14.43858,18.77745,0.52388,66.01509,12.97955,3.30997,1.17219,460.10761,0.08791,193.00000,4.00000,2.00000,2.00000,6.00000,1.00000,9.00000,2.00000,0.00000,9.00000,6.00000,0.00000,9.00000,42.55311,-75.55311,0.61319,0.00000
